"Timestamp","Género","Edad","Altura en metros","Hornalla favorita","¿Cómo caracterizarías la intensidad de tus hornallas? [Atrás izquierda]","¿Cómo caracterizarías la intensidad de tus hornallas? [Adelante izquierda]","¿Cómo caracterizarías la intensidad de tus hornallas? [Adelante derecha]","¿Cómo caracterizarías la intensidad de tus hornallas? [Atrás derecha]","La cocina es","¿Con qué encendés las hornallas?","¿Con qué frecuencia usás una hornalla?","¿Cuál es tu mano más hábil?","¿Tenés niñes menores en tu casa?","¿Tenés mascotas en tu casa?","¿Hacia qué lado del anafe tenés mesada?"
"2020/08/12 9:52:04 AM GMT-3","Hombre","45","1.86","Adelante izquierda","Media","Media","Alta","Media","A gas","Encendedor","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 9:52:04 AM GMT-3","Mujer","31","1.65","Atrás izquierda","Media","Baja","Media","Alta","A gas","Magiclik;Fósforos","Todos los días","Izquierda;Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:52:07 AM GMT-3","Mujer","45","1.63","Adelante izquierda","Alta","Media","Baja","Baja","Eléctrica","Botón de la cocina","Dos o tres veces por semana","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Al frente"
"2020/08/12 9:52:08 AM GMT-3","Mujer","43","1.65","Adelante izquierda","Baja","Alta","Media","Baja","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/12 9:52:11 AM GMT-3","Hombre","36","1.75","Atrás izquierda","Alta","Baja","Media","Alta","A gas","Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:52:14 AM GMT-3","Hombre","47","1.84","Adelante derecha","Alta","Media","Baja","Alta","A gas","Fósforos;Botón de la cocina","Todos los días","Derecha","Sí","Sí, y creo que tocarían el fuego","Derecha"
"2020/08/12 9:52:15 AM GMT-3","Mujer","28","1.55","Adelante izquierda","Alta","Media","Baja","Media","A gas","Fósforos","Todos los días","Derecha","No","Sí, y creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:52:21 AM GMT-3","Mujer","18","1.74","Adelante derecha","Baja","Media","Media","Funciona mal","A gas","Magiclik","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:52:26 AM GMT-3","Hombre","22","1.75","Adelante derecha","Funciona mal","Baja","Media","Funciona mal","A gas","Fósforos;Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:52:28 AM GMT-3","Mujer","42","1.6","Adelante derecha","Media","Baja","Media","Media","A gas","Fósforos","Día por medio","Derecha","Sí","No","Izquierda;Derecha"
"2020/08/12 9:52:32 AM GMT-3","Hombre","35","1.70","Atrás derecha","Funciona mal","Funciona mal","Media","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:52:39 AM GMT-3","Mujer","29","1.55","Atrás izquierda","Alta","Baja","Media","Media","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 9:52:46 AM GMT-3","Mujer","54","1.65","Adelante izquierda","Media","Baja","Baja","Media","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/12 9:52:46 AM GMT-3","Hombre","43","1.90","Atrás izquierda","Media","Baja","Alta","Alta","A gas","Magiclik;Es automático","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:53:03 AM GMT-3","Mujer","22","1.63","Atrás izquierda","Alta","Baja","Media","Baja","Eléctrica","Es automático","Todos los días","Derecha","No","Sí, y creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:53:05 AM GMT-3","Hombre","40","1.75","Adelante derecha","Alta","Funciona mal","Baja","Alta","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:53:07 AM GMT-3","Mujer","37","1.68","Adelante derecha","Baja","Media","Alta","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:53:09 AM GMT-3","Hombre","44","1.82","Atrás izquierda","Alta","Media","Media","Alta","A gas","Fósforos","Dos o tres veces por semana","Izquierda","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:53:09 AM GMT-3","Hombre","36","1.78","Adelante derecha","Alta","Baja","Alta","Baja","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:53:12 AM GMT-3","Hombre","43","1.80","Atrás derecha","Media","Baja","Media","Alta","A gas","Es automático","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/12 9:53:22 AM GMT-3","Mujer","50","1.63","Adelante derecha","Alta","Funciona mal","Alta","Funciona mal","A gas","Encendedor","Todos los días","Izquierda","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:53:27 AM GMT-3","Mujer","60","1.60","Atrás izquierda","Alta","Media","Baja","Media","A gas","Encendedor;Magiclik;Fósforos","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/12 9:53:30 AM GMT-3","Mujer","27","1.60","Adelante izquierda","Alta","Media","Baja","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/12 9:53:38 AM GMT-3","Mujer","45","1.70","Adelante derecha","Media","Media","Media","Media","A gas","Fósforos","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/12 9:53:54 AM GMT-3","Hombre","20","1.73","Atrás izquierda","Media","Alta","Baja","Media","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:54:05 AM GMT-3","Mujer","55","1.50","Adelante derecha","Alta","Alta","Alta","Alta","Eléctrica","Botón de la cocina","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/12 9:54:19 AM GMT-3","Hombre","25","1.83","Atrás derecha","Media","Media","Baja","Media","A gas","Fósforos","Todos los días","Izquierda","No","No","Izquierda"
"2020/08/12 9:54:22 AM GMT-3","Mujer","18","1.65","Adelante derecha","Alta","Media","Baja","Media","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:54:24 AM GMT-3","Hombre","44","1.70","Adelante derecha","Funciona mal","Media","Alta","Media","A gas","Es automático","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 9:54:33 AM GMT-3","Mujer","49","1.60","Atrás derecha","Media","Baja","Baja","Funciona mal","A gas","Fósforos","Todos los días","Derecha","Sí","No","Izquierda"
"2020/08/12 9:54:33 AM GMT-3","Hombre","22","1.80","Atrás derecha","Media","Media","Alta","Media","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/12 9:54:37 AM GMT-3","Hombre","31","1.71","Atrás derecha","Media","Alta","Media","Alta","Eléctrica","Es automático","Todos los días","Derecha","Sí","No","Izquierda"
"2020/08/12 9:54:37 AM GMT-3","Mujer","30","1.64","Adelante derecha","Media","Alta","Alta","Media","A gas","Encendedor;Fósforos","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:54:40 AM GMT-3","Hombre","41","1.77","Adelante izquierda","Media","Media","Alta","Baja","A gas","Fósforos","Todos los días","Derecha","Sí","No","Izquierda"
"2020/08/12 9:54:41 AM GMT-3","Mujer","33","1.60","Atrás derecha","No tengo","No tengo","No tengo","No tengo","A gas","Magiclik","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 9:54:44 AM GMT-3","Mujer","22","1.54","Atrás derecha","Media","Baja","Media","Alta","A gas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:54:52 AM GMT-3","Hombre","20","1.70","Atrás derecha","Media","Media","Baja","Alta","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:54:58 AM GMT-3","Hombre","37","1.75","Atrás derecha","Media","Alta","Baja","Media","A gas","Es automático","Todos los días","Derecha","Sí","No","Izquierda;Derecha"
"2020/08/12 9:55:02 AM GMT-3","Mujer","51","1.55","Adelante izquierda","Media","Alta","Baja","Media","A gas","Magiclik;Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:55:15 AM GMT-3","Hombre","27","1.78","Adelante derecha","Baja","Media","Alta","Baja","A gas","Encendedor","Todos los días","Derecha","No","No","Derecha"
"2020/08/12 9:55:25 AM GMT-3","Hombre","32","1.78","Atrás izquierda","Alta","Media","Media","Alta","A gas","Magiclik","Todos los días","Derecha","No","No","Izquierda"
"2020/08/12 9:55:27 AM GMT-3","Mujer","29","1.61","Adelante izquierda","Alta","Media","Baja","Alta","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:55:28 AM GMT-3","Mujer","27","1.60","Adelante izquierda","Media","Alta","Media","Media","A gas","Botón de la cocina","Una vez por semana o menos","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 9:55:33 AM GMT-3","Mujer","22","1.60","Adelante derecha","Baja","Media","Alta","Media","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:55:34 AM GMT-3","Hombre","47","1.86","Adelante derecha","Baja","Baja","Alta","Media","A gas","Encendedor;Magiclik","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:55:36 AM GMT-3","Mujer","52","1.81","Adelante derecha","Media","Media","Media","Media","A gas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:55:37 AM GMT-3","Mujer","23","1.50","Adelante izquierda","Alta","Alta","Media","Alta","Eléctrica","Es automático","Todos los días","Derecha","No","No","Izquierda"
"2020/08/12 9:55:38 AM GMT-3","Mujer","22","1.65","Adelante izquierda","Alta","Alta","Media","Funciona mal","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda"
"2020/08/12 9:55:39 AM GMT-3","Mujer","20","1.78","Atrás izquierda","Alta","Media","Funciona mal","Baja","A gas","Encendedor;Magiclik;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:55:48 AM GMT-3","Mujer","20","1.67","Adelante izquierda","Media","Alta","Media","Media","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:55:49 AM GMT-3","Mujer","41","1.63","Adelante izquierda","Media","Media","Baja","Baja","A gas","Magiclik;Fósforos","Todos los días","Izquierda;Derecha","Sí","No","Izquierda"
"2020/08/12 9:55:57 AM GMT-3","Hombre","21","1.78","Atrás izquierda","Media","Alta","Baja","Media","A gas","Magiclik","Día por medio","Izquierda","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:55:59 AM GMT-3","Mujer","34","1.55","Adelante derecha","Media","Baja","Media","Alta","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:56:03 AM GMT-3","Mujer","23","1.69","Atrás derecha","Media","Baja","Media","Media","A gas","Magiclik;Fósforos","Todos los días","Derecha","No","Sí, y creo que tocarían el fuego","Derecha"
"2020/08/12 9:56:05 AM GMT-3","Hombre","24","1.90","Adelante izquierda","Media","Alta","Baja","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 9:56:14 AM GMT-3","Mujer","29","1.64","Adelante izquierda","Media","Baja","Media","Funciona mal","A gas","Encendedor;Fósforos;Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:56:19 AM GMT-3","Mujer","39","1.73","Adelante derecha","Alta","Alta","Alta","Alta","A gas","Botón de la cocina","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/12 9:56:25 AM GMT-3","Hombre","33","1.75","Atrás derecha","Funciona mal","Alta","Alta","Alta","A gas","Encendedor;Fósforos","Todos los días","Izquierda","Sí","No","Izquierda"
"2020/08/12 9:56:30 AM GMT-3","Mujer","31","1.62","Adelante derecha","Alta","Baja","Media","Alta","A gas","Magiclik","Todos los días","Derecha","No","No","Derecha"
"2020/08/12 9:56:38 AM GMT-3","Hombre","32","1.68","Adelante derecha","Media","Media","Media","Baja","A gas","Magiclik","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:56:53 AM GMT-3","Mujer","33","1.69","Adelante derecha","Media","Media","Alta","Alta","Eléctrica","Botón de la cocina","Todos los días","Izquierda","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:57:12 AM GMT-3","Hombre","53","1.57","Adelante derecha","Alta","Baja","Alta","Funciona mal","A gas","Encendedor;Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:57:28 AM GMT-3","Mujer","40","1.60","Atrás derecha","Media","Funciona mal","Alta","Media","A gas","Botón de la cocina","Día por medio","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:57:30 AM GMT-3","Hombre","32","1.68","Adelante izquierda","Alta","Alta","Alta","Alta","A gas","Magiclik","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:57:36 AM GMT-3","Mujer","52","1.61","Atrás izquierda","Media","Baja","Alta","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:57:38 AM GMT-3","Hombre","50","1.68","Adelante derecha","Baja","Media","Alta","Baja","A gas","Botón de la cocina","Todos los días","Izquierda","No","No","Izquierda"
"2020/08/12 9:57:46 AM GMT-3","Mujer","40","1.58","Atrás derecha","Alta","Baja","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/12 9:57:56 AM GMT-3","Mujer","42","1.68","Adelante izquierda","Funciona mal","Media","Baja","Alta","A gas","Encendedor","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:58:10 AM GMT-3","Hombre","30","1.70","Adelante izquierda","Media","Alta","Alta","No tengo","A gas","Encendedor","Todos los días","Izquierda;Derecha","No","No","Izquierda;Derecha"
"2020/08/12 9:58:14 AM GMT-3","Hombre","33","1.80","Adelante izquierda","Alta","Media","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:58:18 AM GMT-3","Mujer","35","1.69","Atrás derecha","Alta","Alta","Alta","Alta","A gas","Encendedor","Todos los días","Derecha","Sí","No","Izquierda"
"2020/08/12 9:58:22 AM GMT-3","Mujer","38","1.64","Atrás derecha","Alta","Funciona mal","Funciona mal","Alta","A gas","Es automático","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 9:58:27 AM GMT-3","Mujer","42","170","Atrás derecha","Media","Media","Media","Alta","A gas","Encendedor;Magiclik;Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:58:29 AM GMT-3","Mujer","38","1.60","Adelante derecha","Funciona mal","Baja","Baja","Funciona mal","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 9:58:32 AM GMT-3","Mujer","19","1.74","Adelante izquierda","Baja","Alta","Alta","Media","A gas","Encendedor;Botón de la cocina","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 9:58:42 AM GMT-3","Hombre","32","1.72","Adelante derecha","Baja","Media","Media","Alta","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/12 9:58:45 AM GMT-3","Mujer","35","1.58","Adelante derecha","Media","Alta","Media","Media","A gas","Encendedor;Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:58:46 AM GMT-3","Mujer","24","1.49","Adelante izquierda","Baja","Alta","Media","Alta","A gas","Es automático;No tengo 2 hornallas delante y 2 detrás, están en las esquinas de un rombo. Una delante, dos al centro, una detrás ","Dos o tres veces por semana","Derecha","No","No","Izquierda"
"2020/08/12 9:58:46 AM GMT-3","Hombre","45","1.78","Adelante derecha","Media","Alta","Alta","Media","A gas","Fósforos","Todos los días","Derecha","Sí","No","Izquierda"
"2020/08/12 9:58:52 AM GMT-3","Mujer","27","1.58","Adelante izquierda","Alta","Alta","Alta","Media","A gas","Encendedor;Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 9:59:03 AM GMT-3","Hombre","54","1.80","Adelante izquierda","Media","Alta","Funciona mal","Baja","A gas","Encendedor","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 9:59:08 AM GMT-3","Mujer","33","1.68","Adelante izquierda","Media","Alta","Baja","Media","A gas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 9:59:21 AM GMT-3","Mujer","20","1.61","Adelante izquierda","Baja","Media","Baja","Media","Eléctrica","Botón de la cocina","Dos o tres veces por semana","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha;Al frente"
"2020/08/12 9:59:22 AM GMT-3","Mujer","30","1.70","Adelante izquierda","Baja","Media","Alta","Media","Eléctrica","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 9:59:29 AM GMT-3","Hombre","51","1.7","Adelante izquierda","Media","Alta","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 9:59:46 AM GMT-3","Mujer","23","1.75","Adelante izquierda","Media","Alta","Baja","Media","A gas","Encendedor;Fósforos","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:00:01 AM GMT-3","Hombre","19","1.70","Adelante derecha","Media","Baja","Media","Media","A gas","Es automático","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:00:07 AM GMT-3","Mujer","34","1.68","Adelante derecha","Baja","Alta","Alta","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:00:10 AM GMT-3","Hombre","38","170","Adelante derecha","Media","Baja","Alta","Alta","A gas","Encendedor;Magiclik","Una vez por semana o menos","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:00:26 AM GMT-3","Hombre","21","1.81","Atrás derecha","Media","Baja","Alta","Alta","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:00:33 AM GMT-3","Mujer","32","1.59","Adelante izquierda","Alta","Media","Baja","Alta","A gas","Encendedor","Todos los días","Derecha","No","No","Derecha"
"2020/08/12 10:00:35 AM GMT-3","Hombre","42","1.80","Adelante derecha","Alta","Media","Alta","Baja","A gas","Fósforos","Todos los días","Derecha","Sí","No","Izquierda;Derecha"
"2020/08/12 10:00:40 AM GMT-3","Mujer","35","1.58","Atrás izquierda","Media","Media","Media","Media","A gas","Magiclik","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/12 10:00:42 AM GMT-3","Hombre","23","175","Adelante izquierda","Baja","Alta","Baja","Alta","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:00:44 AM GMT-3","Hombre","33","1.75","Adelante derecha","Media","Baja","Alta","Baja","A gas","Encendedor viejo, sin gas. ","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:00:44 AM GMT-3","Mujer","34","1.55","Adelante izquierda","Alta","Media","Funciona mal","Baja","A gas","Fósforos","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/12 10:00:44 AM GMT-3","Mujer","23","1.69","Atrás izquierda","Alta","Media","Baja","Baja","A gas","Magiclik;Fósforos","Todos los días","Derecha","No","No","Derecha"
"2020/08/12 10:00:49 AM GMT-3","Hombre","39","1.69","Adelante derecha","Alta","Alta","Baja","Alta","A gas","Botón de la cocina","Todos los días","Derecha","No","No","Derecha"
"2020/08/12 10:00:50 AM GMT-3","Mujer","33","1.67","Adelante derecha","Funciona mal","Alta","Media","Funciona mal","A gas","Magiclik","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:00:50 AM GMT-3","Hombre","38","1.72","Adelante derecha","Baja","Baja","Alta","Media","A gas","Magiclik","Todos los días","Derecha","No","No","Derecha"
"2020/08/12 10:01:00 AM GMT-3","Mujer","21","1.58","Adelante izquierda","Alta","Alta","Alta","Alta","A gas","Fósforos","Todos los días","Izquierda","No","No","Izquierda;Derecha"
"2020/08/12 10:01:03 AM GMT-3","Mujer","19","1.61","Atrás derecha","Media","Media","Media","Media","A gas","Es automático","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:01:09 AM GMT-3","Mujer","51","1.63","Adelante izquierda","Media","Alta","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:01:13 AM GMT-3","Hombre","47","1.80","Adelante izquierda","Media","Alta","Funciona mal","Baja","A gas","Botón de la cocina","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:01:14 AM GMT-3","Hombre","38","1.87","Atrás izquierda","Media","Baja","Baja","Baja","A gas","Encendedor","Todos los días","Derecha","Sí","No","Izquierda;Derecha"
"2020/08/12 10:01:35 AM GMT-3","Mujer","41","1.58","Atrás izquierda","Alta","Alta","No tengo","Alta","Eléctrica","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:01:41 AM GMT-3","Mujer","27","1.52","Adelante izquierda","Media","Alta","No tengo","Baja","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:01:41 AM GMT-3","Mujer","21","1.62","Adelante izquierda","Media","Alta","Baja","Media","A gas","Encendedor;Botón de la cocina","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:01:52 AM GMT-3","Hombre","44","1.88","Adelante izquierda","Media","Media","Baja","Media","A gas","Es automático","Una vez por semana o menos","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:02:06 AM GMT-3","Mujer","56","1.70","Adelante izquierda","Media","Media","Media","Baja","A gas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Al frente"
"2020/08/12 10:02:06 AM GMT-3","Mujer","37","1.65","Atrás derecha","Media","Alta","Baja","Media","A gas","Es automático","Todos los días","Derecha","Sí","No","Izquierda;Derecha"
"2020/08/12 10:02:20 AM GMT-3","Mujer","20","1.67","Adelante izquierda","Alta","Media","Media","Alta","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:02:23 AM GMT-3","Hombre","46","1.73","Atrás izquierda","Alta","Media","Baja","Media","A gas","Fósforos","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/12 10:02:28 AM GMT-3","Hombre","31","1.83","Adelante izquierda","Media","Media","Baja","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:02:33 AM GMT-3","Hombre","44","1.7","Adelante izquierda","Media","Media","Media","Media","A gas","Fósforos","Todos los días","Derecha","No","Sí, y creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:02:34 AM GMT-3","Mujer","32","1.68","Adelante izquierda","Media","Alta","Media","Alta","Eléctrica","Es automático","Todos los días","Derecha","No","No","Izquierda"
"2020/08/12 10:02:39 AM GMT-3","Mujer","46","1.68","Adelante derecha","Alta","Media","Media","Media","Eléctrica","Es automático","Todos los días","Derecha","Sí","No","Izquierda"
"2020/08/12 10:02:47 AM GMT-3","Mujer","29","1.52","Adelante derecha","Media","Media","Baja","Alta","A gas","Encendedor","Todos los días","Derecha","No","No","Derecha"
"2020/08/12 10:03:04 AM GMT-3","Mujer","25","1.78","Atrás izquierda","Media","Funciona mal","Baja","Media","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda"
"2020/08/12 10:03:14 AM GMT-3","Mujer","44","1.62","Atrás izquierda","Media","Alta","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:03:19 AM GMT-3","Hombre","42","1.78","Adelante derecha","Baja","Media","Media","Alta","A gas","Encendedor","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/12 10:03:32 AM GMT-3","Mujer","19","1.63","Adelante derecha","Media","Media","Alta","Alta","A gas","Botón de la cocina","Dos o tres veces por semana","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:03:35 AM GMT-3","Hombre","32","1.70","Atrás izquierda","Alta","Alta","Alta","Alta","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:03:44 AM GMT-3","Hombre","46","1.79","Adelante derecha","Media","Media","Alta","Media","A gas","Magiclik","Día por medio","Derecha","Sí","No","Derecha"
"2020/08/12 10:03:57 AM GMT-3","Mujer","41","1.65","Atrás derecha","Alta","Baja","Media","Alta","A gas","Magiclik;Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:03:58 AM GMT-3","Hombre","58","1.70","Atrás derecha","Media","Media","Media","Media","A gas","Magiclik","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/12 10:04:05 AM GMT-3","Hombre","28","1.83","Adelante izquierda","Baja","Alta","Media","Baja","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:04:15 AM GMT-3","Mujer","32","1.68","Adelante derecha","Media","Baja","Alta","No tengo","A gas","Encendedor","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:04:24 AM GMT-3","Mujer","30","1.65","Adelante derecha","Baja","Alta","Media","Baja","A gas","Magiclik","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/12 10:04:28 AM GMT-3","Mujer","20","1.56","Adelante derecha","Baja","Media","Media","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
